frame_idx,timestamp,mic_rms,mic_peak,ref_rms,ref_peak,ref_is_silence,delay_samples,delay_ms,is_double_talk,nlms_residual_rms,echo_est_rms,nls_output_rms,nls_bypassed,erle_instant_db,filter_norm,process_time_ms
32,1774518068.7439,0.00779768,0.030609,0.17250870,0.668365,0,767,47.94,1,0.14887233,0.14918969,0.09060301,0,-21.30,0.367679,6.629
1,1774518068.8248,0.00605142,0.019775,0.20884544,0.870819,0,767,47.94,0,0.02870704,0.02877057,0.02870704,1,-13.52,0.360893,17.719
2,1774518068.8866,0.00627272,0.027283,0.08882259,0.377167,0,767,47.94,0,0.02743675,0.02786636,0.01131832,0,-5.13,0.353241,18.031
3,1774518068.9349,0.19111331,0.719513,0.03222636,0.092133,0,445,27.81,1,0.23297278,0.13186883,0.01798905,0,20.53,0.353241,6.363
4,1774518069.0020,0.20397184,0.562347,0.01659349,0.046295,0,445,27.81,1,0.19979069,0.10403007,0.15647446,0,2.30,0.353241,5.547
5,1774518069.0641,0.15872786,0.472809,0.00753048,0.016266,0,445,27.81,1,0.17134887,0.08285571,0.16831280,0,-0.51,0.353241,6.771
6,1774518069.1341,0.20210443,0.439484,0.00192619,0.006104,0,445,27.81,1,0.20446624,0.05193445,0.13190816,0,3.71,0.353241,6.959
7,1774518069.1932,0.27631674,0.992340,0.00039682,0.001495,0,0,0.00,1,0.27638888,0.02294685,0.17939174,0,3.75,0.353241,5.743
8,1774518069.2545,0.16136630,0.550629,0.00056350,0.002258,0,0,0.00,1,0.16173957,0.00770666,0.16173957,1,-0.02,0.353241,5.691
9,1774518069.3225,0.03973064,0.162170,0.00052363,0.001801,0,0,0.00,1,0.03995064,0.00454055,0.03995064,1,-0.05,0.353241,5.623
10,1774518069.3842,0.00632800,0.020325,0.00058948,0.001862,0,0,0.00,1,0.00640789,0.00081210,0.00640789,1,-0.11,0.353241,6.350
11,1774518069.4539,0.00407486,0.009949,0.00056013,0.002289,0,0,0.00,1,0.00409749,0.00024977,0.00028643,0,23.06,0.353241,6.187
12,1774518069.5133,0.00227395,0.006927,0.00044200,0.001495,0,0,0.00,1,0.00225636,0.00032654,0.00018314,0,21.87,0.353241,5.880
13,1774518069.5733,0.00106518,0.003876,0.00045132,0.001648,0,0,0.00,1,0.00104871,0.00036026,0.00010086,0,20.43,0.353241,6.051
14,1774518069.6440,0.00083961,0.002472,0.00028909,0.001160,0,0,0.00,1,0.00091857,0.00035996,0.00004688,0,24.87,0.353241,7.065
15,1774518069.7034,0.00070893,0.002747,0.00022986,0.000824,0,0,0.00,1,0.00071428,0.00022435,0.00004113,0,24.48,0.353241,6.515
16,1774518069.7730,0.00068257,0.001862,0.00042717,0.001892,0,0,0.00,1,0.00067513,0.00019068,0.00003939,0,24.50,0.353241,5.905
17,1774518069.8340,0.00078848,0.002380,0.00081491,0.003021,0,0,0.00,1,0.00082356,0.00018435,0.00003116,0,27.64,0.353241,6.119
18,1774518069.8932,0.00097298,0.002869,0.00087908,0.003082,0,0,0.00,1,0.00098812,0.00021592,0.00003681,0,28.13,0.353241,6.602
19,1774518069.9645,0.02900254,0.154449,0.00093755,0.003601,0,0,0.00,1,0.02901093,0.00027526,0.00004417,0,56.13,0.353241,7.500
20,1774518070.0245,0.28785163,0.987152,0.00106639,0.003143,0,0,0.00,1,0.28783111,0.00037865,0.02560787,0,21.02,0.353241,7.043
21,1774518070.0928,0.12253403,0.553284,0.00054819,0.001648,0,0,0.00,1,0.12253956,0.00036070,0.12253956,1,-0.00,0.353241,5.690
22,1774518070.1530,0.23496682,0.718811,0.00041714,0.001373,0,0,0.00,1,0.23496431,0.00040351,0.11681387,0,6.07,0.353241,5.666
23,1774518070.2132,0.43305822,0.993591,0.00028581,0.000824,0,0,0.00,1,0.43305853,0.00036320,0.23344011,0,5.37,0.353241,6.226
24,1774518070.2839,0.38771251,0.995361,0.00018615,0.000702,0,0,0.00,1,0.38771452,0.00025629,0.38771452,1,-0.00,0.353241,6.900
25,1774518070.3435,0.26056472,0.935730,0.00003595,0.000153,0,0,0.00,1,0.26055251,0.00022911,0.26055251,1,0.00,0.353241,5.814
26,1774518070.4123,0.25588198,0.978973,0.00009152,0.000336,0,0,0.00,1,0.25587751,0.00015566,0.25587751,1,0.00,0.353241,5.786
27,1774518070.4729,0.23554661,0.868713,0.00035102,0.002197,0,0,0.00,1,0.23554797,0.00009673,0.23554797,1,-0.00,0.353241,6.070
28,1774518070.5329,0.27577540,0.992035,0.00078539,0.003540,0,0,0.00,1,0.27577474,0.00006370,0.23494734,0,1.39,0.353241,6.013
29,1774518070.6030,0.17637476,0.884705,0.00140515,0.004456,0,0,0.00,1,0.17637771,0.00010281,0.17637771,1,-0.00,0.353241,6.159
30,1774518070.6638,0.08875622,0.367584,0.00171053,0.005920,0,0,0.00,1,0.08880712,0.00044030,0.08880712,1,-0.00,0.353241,6.243
31,1774518070.7339,0.02348101,0.118652,0.00147968,0.005798,0,0,0.00,1,0.02359167,0.00083513,0.02359167,1,-0.04,0.353241,7.208
32,1774518070.7931,0.00481135,0.016541,0.00138126,0.004456,0,0,0.00,1,0.00486339,0.00065662,0.00486339,1,-0.09,0.353241,6.225
1,1774518070.8547,0.00247684,0.007477,0.00219362,0.009094,0,0,0.00,1,0.00257527,0.00059711,0.00257527,1,-0.34,0.353241,6.245
2,1774518070.9233,0.00196233,0.005676,0.00232685,0.007721,0,0,0.00,1,0.00203636,0.00067883,0.00111450,0,4.91,0.353241,6.871
3,1774518070.9832,0.00192794,0.006866,0.00301624,0.012115,0,0,0.00,1,0.00201731,0.00072534,0.00064787,0,9.47,0.353241,6.180
4,1774518071.0540,0.00206231,0.007385,0.00250996,0.008636,0,0,0.00,1,0.00222557,0.00094885,0.00108940,0,5.54,0.353241,6.684
5,1774518071.1264,0.00128294,0.004333,0.00131122,0.004028,0,0,0.00,0,0.00131465,0.00098697,0.00131465,1,-0.21,0.359290,19.081
6,1774518071.1852,0.00116534,0.004639,0.00087395,0.002747,0,0,0.00,0,0.00116266,0.00087390,0.00056213,0,6.33,0.368419,18.207
7,1774518071.2566,0.00089838,0.003571,0.00143178,0.003754,0,0,0.00,0,0.00095120,0.00072063,0.00066654,0,2.59,0.369975,20.167
8,1774518071.3170,0.00072810,0.002350,0.00110784,0.003326,0,0,0.00,0,0.00071909,0.00059932,0.00058923,0,1.84,0.372054,19.223
9,1774518071.3861,0.00069365,0.002441,0.00029381,0.001038,0,0,0.00,0,0.00070880,0.00054692,0.00041854,0,4.39,0.378780,18.859
10,1774518071.4469,0.00077979,0.002289,0.00010293,0.000488,0,0,0.00,0,0.00074718,0.00061219,0.00046413,0,4.50,0.394503,19.882
11,1774518071.5052,0.00057797,0.002075,0.00002208,0.000092,0,0,0.00,0,0.00043420,0.00053739,0.00043420,1,2.48,0.391951,18.192
12,1774518071.5768,0.00056122,0.001617,0.00000000,0.000000,0,0,0.00,0,0.00035236,0.00048804,0.00022365,0,7.98,0.588819,19.676
13,1774518071.6235,0.00072588,0.003052,0.00000000,0.000000,0,0,0.00,1,0.00077959,0.00022530,0.00004581,0,23.80,0.588819,6.034
14,1774518071.6928,0.00064581,0.001770,0.00000000,0.000000,0,0,0.00,1,0.00064030,0.00007720,0.00003594,0,24.77,0.588819,6.126
15,1774518071.7540,0.00055243,0.001892,0.00000000,0.000000,0,0,0.00,1,0.00055469,0.00002447,0.00002881,0,25.16,0.588819,7.089
16,1774518071.8131,0.00059534,0.001587,0.00000000,0.000000,0,0,0.00,1,0.00059534,0.00000000,0.00002518,0,26.84,0.588819,6.191
17,1774518071.8844,0.00038356,0.000977,0.00000165,0.000031,0,0,0.00,1,0.00038354,0.00000017,0.00002685,0,22.53,0.588819,7.312
18,1774518071.9467,0.00042882,0.001556,0.00024941,0.001190,0,0,0.00,1,0.00042781,0.00002581,0.00001740,0,26.60,0.588819,9.827
19,1774518072.0132,0.00050011,0.001709,0.00046859,0.001617,0,0,0.00,1,0.00050273,0.00006419,0.00002031,0,26.89,0.588819,6.447
20,1774518072.0748,0.00057372,0.001678,0.00020013,0.000854,0,0,0.00,1,0.00057295,0.00005484,0.00004250,0,22.37,0.588819,7.124
21,1774518072.1338,0.00061875,0.002075,0.00009716,0.000580,0,0,0.00,1,0.00062329,0.00009557,0.00004507,0,22.54,0.588819,6.348
22,1774518072.2042,0.00067217,0.002350,0.00227625,0.012695,0,0,0.00,1,0.00073590,0.00032408,0.00008381,0,18.02,0.588819,6.674
23,1774518072.2639,0.00050087,0.001465,0.29858288,0.992371,0,0,0.00,1,0.06238919,0.06237231,0.00061596,0,-1.80,0.588819,6.472
24,1774518072.3462,0.00041602,0.001129,0.17241498,0.826508,0,0,0.00,0,0.04172218,0.04176174,0.04103520,0,-39.88,0.576429,18.921
25,1774518072.4056,0.00049365,0.001526,0.17233977,0.826447,0,0,0.00,0,0.05157424,0.05156831,0.02301241,0,-33.37,0.561477,17.989
26,1774518072.4667,0.00040777,0.001160,0.15998785,0.463715,0,0,0.00,0,0.05854888,0.05854903,0.02723382,0,-36.49,0.544250,18.210
27,1774518072.5357,0.00715672,0.040527,0.11229953,0.341553,0,4240,265.00,0,0.07937363,0.07929099,0.02868649,0,-12.06,0.510947,18.526
28,1774518072.5968,0.00204004,0.011444,0.11224443,0.341766,0,4240,265.00,0,0.05599734,0.05596817,0.03975560,0,-25.80,0.494147,19.863
29,1774518072.6541,0.29721798,0.994110,0.24483400,0.844971,0,4240,265.00,1,0.31593043,0.13692407,0.02781324,0,20.58,0.494147,5.989
30,1774518072.7141,0.26084950,0.985443,0.15129044,0.644592,0,4240,265.00,1,0.33374537,0.16980395,0.28744457,0,-0.84,0.494147,7.076
31,1774518072.7744,0.13882981,0.628082,0.07360531,0.224152,0,4240,265.00,1,0.20062114,0.15451149,0.20062114,1,-3.20,0.494147,7.302
32,1774518072.8436,0.16449985,0.583344,0.02176841,0.084198,0,4240,265.00,1,0.19331697,0.11047059,0.13839750,0,1.50,0.494147,6.064
1,1774518072.9038,0.13632311,0.628082,0.00426658,0.019348,0,4240,265.00,1,0.19254827,0.12408615,0.12903359,0,0.48,0.494147,6.069
2,1774518072.9864,0.11638133,0.367523,0.00276856,0.008057,0,4240,265.00,0,0.04735943,0.10708855,0.04735943,1,7.81,0.502952,19.292
3,1774518073.0328,0.18820982,0.749390,0.00212878,0.006378,0,4241,265.06,1,0.22254791,0.15434365,0.03521679,0,14.56,0.502952,6.066
4,1774518073.0932,0.30456088,0.943634,0.00249590,0.007812,0,4241,265.06,1,0.32562270,0.15382769,0.15598804,0,5.81,0.502952,5.826
5,1774518073.1632,0.11603139,0.382996,0.00168721,0.005219,0,4241,265.06,1,0.22296737,0.18180315,0.22296737,1,-5.67,0.502952,6.056
6,1774518073.2240,0.03604071,0.132996,0.00136345,0.005066,0,4241,265.06,1,0.11017293,0.09523313,0.11017293,1,-9.71,0.502952,6.716
7,1774518073.2937,0.00863263,0.024139,0.00412060,0.012512,0,4241,265.06,1,0.06409147,0.06357325,0.05509030,0,-16.10,0.502952,6.449
8,1774518073.3659,0.00317717,0.009460,0.00665733,0.017151,0,4241,265.06,0,0.00345271,0.00449843,0.00345271,1,-0.72,0.480856,18.493
9,1774518073.4256,0.00161221,0.005219,0.00284018,0.009827,0,4241,265.06,0,0.00067530,0.00159132,0.00067530,1,7.56,0.479604,17.726
10,1774518073.4956,0.00102221,0.002838,0.00219679,0.006744,0,4241,265.06,0,0.00062280,0.00110755,0.00003019,0,30.14,0.467803,17.931
11,1774518073.5566,0.00075546,0.002899,0.00211842,0.006470,0,4241,265.06,0,0.00050185,0.00077058,0.00002784,0,28.14,0.463325,19.234
12,1774518073.6248,0.00090213,0.003021,0.00110237,0.003448,0,4241,265.06,0,0.00054624,0.00090400,0.00002243,0,31.30,0.461484,17.870
13,1774518073.6866,0.00111580,0.003815,0.00089705,0.001617,0,4241,265.06,0,0.00085734,0.00100732,0.00002442,0,32.52,0.461596,18.508
14,1774518073.7467,0.00126251,0.004547,0.00122155,0.002319,0,4241,265.06,0,0.00116480,0.00101218,0.00003832,0,30.07,0.463275,19.486
15,1774518073.8146,0.00460666,0.013367,0.00093640,0.001953,0,4241,265.06,0,0.00174655,0.00404440,0.00037658,0,21.75,0.501531,18.120
16,1774518073.8756,0.00211604,0.008362,0.00022621,0.000671,0,4241,265.06,0,0.00108537,0.00197043,0.00105518,0,6.04,0.501485,17.868
17,1774518073.9333,0.00108485,0.003723,0.00092699,0.002228,0,4241,265.06,1,0.00209306,0.00211270,0.00046030,0,7.44,0.501485,6.012
18,1774518073.9929,0.00116835,0.004425,0.00088836,0.002808,0,4241,265.06,1,0.00152365,0.00145771,0.00029140,0,12.06,0.501485,5.836
19,1774518074.0535,0.00038351,0.001404,0.00003041,0.000122,0,4241,265.06,1,0.00144796,0.00144422,0.00051510,0,-2.56,0.501485,6.246
20,1774518074.1223,0.09457670,0.935852,0.00000831,0.000061,0,4241,265.06,1,0.09460063,0.00111004,0.00042841,0,46.88,0.501485,5.776
21,1774518074.1830,0.23047641,0.991150,0.00000000,0.000000,0,4241,265.06,1,0.23056284,0.00167349,0.09040538,0,8.13,0.501485,5.769
22,1774518074.2543,0.07571128,0.232422,0.00000000,0.000000,0,4241,265.06,1,0.07574806,0.00212539,0.07574806,1,-0.00,0.501485,5.851
23,1774518074.3141,0.03753865,0.131989,0.00000000,0.000000,0,4241,265.06,1,0.03751641,0.00153392,0.03751641,1,0.01,0.501485,6.802
24,1774518074.3731,0.17391364,0.991089,0.00000000,0.000000,0,4241,265.06,1,0.17384254,0.00120132,0.03377962,0,14.23,0.501485,5.774
25,1774518074.4430,0.20749603,0.974060,0.00002275,0.000092,0,4241,265.06,1,0.20748981,0.00102241,0.17044183,0,1.71,0.501485,6.075
26,1774518074.5038,0.20710409,0.993591,0.00087482,0.004791,0,4241,265.06,1,0.20710303,0.00039079,0.20697134,0,0.01,0.501485,6.120
27,1774518074.5731,0.27239173,0.980103,0.00203586,0.006378,0,276,17.25,1,0.27240296,0.00014680,0.20711058,0,2.38,0.501485,6.172
28,1774518074.6330,0.20378789,0.854401,0.00298170,0.009308,0,276,17.25,1,0.20379430,0.00026627,0.20379430,1,-0.00,0.501485,5.937
29,1774518074.6936,0.06474415,0.239594,0.00473430,0.014618,0,276,17.25,1,0.06473849,0.00067379,0.06473849,1,0.00,0.501485,7.083
30,1774518074.7632,0.09668049,0.636627,0.00819595,0.053314,0,276,17.25,1,0.09666558,0.00107750,0.06326285,0,3.68,0.501485,5.796
31,1774518074.8250,0.26131808,0.862732,0.01577694,0.046173,0,522,32.62,1,0.26101864,0.00257594,0.09083314,0,9.18,0.501485,6.754
32,1774518074.8930,0.30557933,0.946533,0.00959327,0.032196,0,522,32.62,1,0.30597542,0.00500295,0.26101254,0,1.37,0.501485,6.053
1,1774518074.9533,0.16969073,0.579071,0.00777213,0.028015,0,522,32.62,1,0.17106004,0.01922186,0.17106004,1,-0.07,0.501485,6.011
2,1774518075.0134,0.10238820,0.462250,0.00683868,0.029541,0,522,32.62,1,0.10534763,0.02419957,0.10534763,1,-0.25,0.501485,6.086
3,1774518075.0836,0.16554929,0.591919,0.00420168,0.012512,0,107,6.69,1,0.16623361,0.01252815,0.10271784,0,4.15,0.501485,6.356
4,1774518075.1432,0.12816750,0.712799,0.00467054,0.013519,0,107,6.69,1,0.12844180,0.00650948,0.12844180,1,-0.02,0.501485,5.737
5,1774518075.2143,0.21749077,0.986267,0.00559163,0.020752,0,107,6.69,1,0.21756854,0.00453880,0.12675106,0,4.69,0.501485,7.605
6,1774518075.2736,0.21316740,0.923859,0.01009688,0.036224,0,107,6.69,1,0.21322768,0.00333377,0.21322768,1,-0.00,0.501485,5.882
7,1774518075.3340,0.13796308,0.593597,0.00651702,0.021393,0,107,6.69,1,0.13825905,0.00296192,0.13825905,1,-0.02,0.501485,6.323
8,1774518075.4030,0.08004820,0.280518,0.00365961,0.012451,0,107,6.69,1,0.07974770,0.00361082,0.07974770,1,0.03,0.501485,6.199
9,1774518075.4646,0.01339121,0.049011,0.00254373,0.010101,0,107,6.69,1,0.01394939,0.00415833,0.01394939,1,-0.35,0.501485,7.215
10,1774518075.5331,0.00512797,0.018677,0.00147218,0.004974,0,107,6.69,1,0.00656953,0.00402459,0.00656953,1,-2.15,0.501485,5.849
11,1774518075.5951,0.00408030,0.014038,0.00839345,0.022278,0,4091,255.69,1,0.00503173,0.00288061,0.00341861,0,1.54,0.501485,6.937
12,1774518075.6546,0.01101518,0.034027,0.00485078,0.017975,0,4091,255.69,1,0.01130235,0.00258658,0.00297825,0,11.36,0.501485,5.990
13,1774518075.7241,0.01564013,0.053589,0.00467793,0.013092,0,4091,255.69,1,0.01578778,0.00291660,0.01050947,0,3.45,0.501485,5.979
14,1774518075.7836,0.00794609,0.035828,0.00412602,0.013306,0,4091,255.69,1,0.00881310,0.00352849,0.00881310,1,-0.90,0.501485,5.967
15,1774518075.8540,0.00203314,0.006378,0.00379145,0.014771,0,4091,255.69,1,0.00309937,0.00258167,0.00309937,1,-3.66,0.501485,6.314
16,1774518075.9143,0.00125717,0.003815,0.00888590,0.025635,0,4091,255.69,1,0.00343399,0.00312036,0.00108388,0,1.29,0.501485,6.488
17,1774518075.9743,0.00335876,0.013855,0.00709461,0.022491,0,4091,255.69,1,0.02359017,0.02173832,0.00177820,0,5.52,0.501485,6.681
18,1774518076.0430,0.01342331,0.030701,0.00502161,0.014832,0,4091,255.69,1,0.01946960,0.01757831,0.01585939,0,-1.45,0.501485,6.005
19,1774518076.1041,0.00203144,0.005981,0.00644584,0.020081,0,4094,255.88,1,0.00506318,0.00388317,0.00506318,1,-7.93,0.501485,6.083
20,1774518076.1731,0.00179426,0.004944,0.00107039,0.003601,0,4094,255.88,1,0.00425736,0.00394429,0.00219907,0,-1.77,0.501485,6.197
21,1774518076.2337,0.00141498,0.005066,0.00017600,0.000732,0,4094,255.88,1,0.00731589,0.00712251,0.00171623,0,-1.68,0.501485,5.906
22,1774518076.3083,0.00499788,0.017639,0.00005676,0.000244,0,4094,255.88,0,0.00194257,0.00469406,0.00145038,0,10.75,0.509349,19.749
23,1774518076.3767,0.00615535,0.013824,0.00001735,0.000061,0,4096,256.00,0,0.00179465,0.00602870,0.00064418,0,19.60,0.511678,20.652
24,1774518076.4359,0.00262096,0.009155,0.00002316,0.000092,0,4096,256.00,0,0.00124094,0.00257493,0.00039423,0,16.45,0.511320,18.320
25,1774518076.5050,0.00205196,0.007416,0.00001982,0.000061,0,4096,256.00,0,0.00102134,0.00207458,0.00025371,0,18.15,0.507023,17.938
26,1774518076.5658,0.00122799,0.003601,0.00001587,0.000061,0,4096,256.00,0,0.00095667,0.00122526,0.00012766,0,19.64,0.503410,18.363
27,1774518076.6259,0.00059564,0.001923,0.00001561,0.000061,0,4096,256.00,0,0.00041562,0.00057827,0.00009069,0,16.30,0.505477,18.833
28,1774518076.6966,0.00045420,0.001251,0.00000270,0.000031,0,4096,256.00,0,0.00043260,0.00031924,0.00005125,0,18.79,0.721480,18.823
29,1774518076.7441,0.00050105,0.001709,0.00000681,0.000031,0,4096,256.00,1,0.00050919,0.00021764,0.00004117,0,21.46,0.721480,5.925
30,1774518076.8131,0.00058334,0.001740,0.00012910,0.000336,0,4096,256.00,1,0.00058195,0.00002988,0.00002989,0,25.35,0.721480,5.650
31,1774518076.8752,0.00061167,0.001984,0.00027985,0.001007,0,4096,256.00,1,0.00061149,0.00002240,0.00011218,0,14.70,0.721480,6.925
32,1774518076.9333,0.00048051,0.001526,0.00005012,0.000122,0,4096,256.00,1,0.00047993,0.00001997,0.00021104,0,7.14,0.721480,6.381
1,1774518077.0043,0.00060878,0.001740,0.00001120,0.000031,0,4096,256.00,1,0.00060754,0.00001849,0.00012461,0,13.75,0.721480,6.553
2,1774518077.0643,0.00058146,0.001617,0.00028855,0.000732,0,4096,256.00,1,0.00057369,0.00005406,0.00027616,0,6.46,0.721480,6.436
3,1774518077.1323,0.00061141,0.002075,0.00093312,0.002533,0,4096,256.00,1,0.00059965,0.00009125,0.00023047,0,8.47,0.721480,5.878
4,1774518077.1952,0.00052749,0.001648,0.02762115,0.200012,0,4096,256.00,1,0.00054924,0.00014345,0.00008020,0,16.29,0.721480,6.389
5,1774518077.2538,0.00056202,0.001770,0.26209921,0.939667,0,4096,256.00,1,0.00060155,0.00018418,0.00005292,0,20.37,0.721480,5.649
6,1774518077.3233,0.00073985,0.002106,0.26189746,0.937653,0,4096,256.00,1,0.00080985,0.00032333,0.00013100,0,15.01,0.721480,6.080
7,1774518077.3830,0.00051438,0.001312,0.25950701,0.901764,0,4096,256.00,1,0.00078634,0.00054186,0.00042046,0,1.75,0.721480,6.070
8,1774518077.4541,0.00052539,0.001495,0.09549026,0.365448,0,4096,256.00,1,0.00330891,0.00324962,0.00046998,0,0.97,0.721480,6.164
9,1774518077.5129,0.00044687,0.001312,0.02119956,0.097504,0,4096,256.00,1,0.05361100,0.05360943,0.00232964,0,-14.34,0.721480,6.118
10,1774518077.5857,0.00073430,0.002045,0.00937055,0.030945,0,4096,256.00,0,0.04451263,0.04461058,0.03651556,0,-33.93,0.709269,18.589
11,1774518077.6436,0.21467023,0.991302,0.00191268,0.006012,0,4099,256.19,1,0.22591830,0.12109248,0.03137217,0,16.70,0.709269,6.425
12,1774518077.7037,0.32534475,0.992126,0.00151957,0.005341,0,4099,256.19,1,0.34066275,0.20465544,0.20175877,0,4.15,0.709269,6.810
13,1774518077.7733,0.35535380,0.977020,0.00100008,0.003143,0,4099,256.19,1,0.44182310,0.26411838,0.30574398,0,1.31,0.709269,6.247
14,1774518077.8351,0.26084796,0.695374,0.00110310,0.004120,0,4099,256.19,1,0.35597941,0.22311961,0.35597941,1,-2.70,0.709269,6.801
15,1774518077.8937,0.03122089,0.119476,0.00404587,0.016296,0,4099,256.19,1,0.13022258,0.12837986,0.13022258,1,-12.40,0.709269,6.033
16,1774518077.9631,0.00756472,0.036530,0.00122853,0.003967,0,4099,256.19,1,0.04127101,0.04160388,0.04127101,1,-14.74,0.709269,6.119
17,1774518078.0351,0.00185515,0.007568,0.00093562,0.002991,0,4099,256.19,0,0.00488920,0.00496256,0.00323612,0,-4.83,0.661238,17.524
18,1774518078.1043,0.00120676,0.003296,0.00217619,0.006073,0,4099,256.19,0,0.00148368,0.00175293,0.00021856,0,14.83,0.625237,17.671
19,1774518078.1666,0.00060422,0.001740,0.00278089,0.010529,0,4091,255.69,0,0.00067436,0.00080899,0.00006632,0,19.09,0.607269,18.179
20,1774518078.2263,0.00065050,0.002167,0.01493105,0.059479,0,4091,255.69,0,0.00049365,0.00073878,0.00003015,0,26.23,0.601662,19.494
21,1774518078.2970,0.00091346,0.003204,0.01208778,0.040497,0,4091,255.69,0,0.00062232,0.00087551,0.00002207,0,31.53,0.600252,18.570
22,1774518078.3571,0.00070915,0.002838,0.01311477,0.041809,0,4091,255.69,0,0.00062843,0.00078618,0.00003639,0,25.48,0.593994,19.370
23,1774518078.4255,0.00063016,0.002167,0.01111798,0.034546,0,4091,255.69,0,0.00056571,0.00069518,0.00003683,0,24.36,0.586265,19.100
24,1774518078.4856,0.00041154,0.001343,0.01831379,0.045990,0,4091,255.69,0,0.00107127,0.00111405,0.00002538,0,23.57,0.577996,18.129
25,1774518078.5450,0.00090659,0.003326,0.01324175,0.039703,0,4091,255.69,0,0.00176961,0.00195807,0.00005454,0,24.27,0.570251,17.717
26,1774518078.6161,0.00607827,0.030853,0.00677009,0.019897,0,4091,255.69,0,0.00535796,0.00485541,0.00019372,0,29.92,0.574358,19.342
27,1774518078.6643,0.01165624,0.050751,0.00114559,0.004211,0,4091,255.69,1,0.02150316,0.02014218,0.00230824,0,14.07,0.574358,6.753
28,1774518078.7336,0.01349171,0.050415,0.00014335,0.000427,0,4091,255.69,1,0.02600295,0.02401593,0.00368497,0,11.27,0.574358,6.634
29,1774518078.7943,0.19927347,0.994293,0.00003970,0.000183,0,4091,255.69,1,0.20093633,0.01891209,0.00820358,0,27.71,0.574358,6.932
30,1774518078.8540,0.16585059,0.855927,0.00000000,0.000000,0,4091,255.69,1,0.16772406,0.02028413,0.16772406,1,-0.10,0.574358,5.919
31,1774518078.9232,0.02792890,0.083466,0.00000000,0.000000,0,4091,255.69,1,0.04004886,0.03344984,0.04004886,1,-3.13,0.574358,6.124
32,1774518078.9831,0.06542274,0.534546,0.00000000,0.000000,0,4091,255.69,1,0.07007995,0.02258132,0.02434033,0,8.59,0.574358,5.910
1,1774518079.0532,0.21974503,0.994232,0.00000000,0.000000,0,4091,255.69,1,0.22072979,0.01643959,0.05901288,0,11.42,0.574358,5.782
2,1774518079.1123,0.18346068,0.876129,0.00000954,0.000061,0,4091,255.69,1,0.18348619,0.00567294,0.18348619,1,-0.00,0.574358,5.623
3,1774518079.1743,0.21347879,0.881592,0.00019131,0.000854,0,5,0.31,1,0.21349069,0.00059162,0.17981372,0,1.49,0.574358,6.316
4,1774518079.2447,0.23322825,0.931061,0.00041598,0.001312,0,5,0.31,1,0.23322775,0.00010485,0.21242512,0,0.81,0.574358,6.319
5,1774518079.3041,0.11912525,0.463379,0.00036618,0.001068,0,5,0.31,1,0.11912635,0.00005219,0.11912635,1,-0.00,0.574358,6.660
6,1774518079.3728,0.10614322,0.637787,0.00034494,0.001221,0,5,0.31,1,0.10613963,0.00007984,0.10613963,1,0.00,0.574358,5.964
7,1774518079.4341,0.26178957,0.789886,0.00116104,0.003998,0,5,0.31,1,0.26180591,0.00019356,0.10411084,0,8.01,0.574358,6.235
8,1774518079.4919,0.28591098,0.808167,0.00249148,0.007812,0,5,0.31,1,0.28602601,0.00054825,0.26141710,0,0.78,0.574358,5.679
9,1774518079.5642,0.33099001,0.897003,0.00456603,0.014099,0,5,0.31,1,0.33070935,0.00129777,0.28595715,0,1.27,0.574358,6.227
10,1774518079.6240,0.43597209,0.995392,0.00800370,0.024323,0,5,0.31,1,0.43575433,0.00330487,0.33027683,0,2.41,0.574358,6.533
11,1774518079.6932,0.20062808,0.708099,0.00492630,0.020355,0,7,0.44,1,0.20116568,0.00326996,0.20116568,1,-0.02,0.574358,6.655
12,1774518079.7531,0.17901130,0.567261,0.00259784,0.010040,0,7,0.44,1,0.17918417,0.00768179,0.17918417,1,-0.01,0.574358,5.709
13,1774518079.8134,0.16228822,0.550293,0.00385522,0.011566,0,7,0.44,1,0.16205187,0.00795275,0.16205187,1,0.01,0.574358,5.818
14,1774518079.8832,0.11174227,0.288574,0.00447415,0.014343,0,7,0.44,1,0.11114430,0.00623940,0.11114430,1,0.05,0.574358,5.778
15,1774518079.9447,0.03583683,0.160858,0.00528367,0.016602,0,7,0.44,1,0.03734747,0.00628987,0.03734747,1,-0.36,0.574358,6.755
16,1774518080.0131,0.00404135,0.014923,0.00499135,0.015594,0,7,0.44,1,0.00759972,0.00599588,0.00759972,1,-5.49,0.574358,5.933
17,1774518080.0741,0.00315562,0.011475,0.00383072,0.012482,0,7,0.44,1,0.00531239,0.00447296,0.00407754,0,-2.23,0.574358,6.190
18,1774518080.1339,0.00135541,0.004059,0.00224413,0.010071,0,7,0.44,1,0.00499817,0.00484100,0.00160791,0,-1.48,0.574358,5.733
19,1774518080.2034,0.00117885,0.004303,0.00258815,0.009644,0,7,0.44,1,0.00481671,0.00457474,0.00146435,0,-1.88,0.574358,6.069
20,1774518080.2768,0.00121841,0.004333,0.00329644,0.011658,0,7,0.44,0,0.00170068,0.00154735,0.00087806,0,2.84,0.550342,18.678
21,1774518080.3322,0.00647279,0.017609,0.00330981,0.010498,0,7,0.44,1,0.00658646,0.00140031,0.00038432,0,24.53,0.550342,5.689
22,1774518080.3935,0.00554008,0.018066,0.00324451,0.010010,0,7,0.44,1,0.00625824,0.00291424,0.00563199,0,-0.14,0.550342,5.618
