frame_idx,timestamp,mic_rms,mic_peak,ref_rms,ref_peak,ref_is_silence,delay_samples,delay_ms,is_double_talk,nlms_residual_rms,echo_est_rms,nls_output_rms,nls_bypassed,erle_instant_db,filter_norm,process_time_ms
9,1774518057.0330,0.30632633,0.991730,0.00001703,0.000061,0,4299,268.69,1,0.30632509,0.00010954,0.30632509,1,0.00,0.537898,5.886
10,1774518057.0942,0.26636485,0.829712,0.00003755,0.000153,0,4299,268.69,1,0.26636877,0.00014044,0.26636877,1,-0.00,0.537898,7.071
11,1774518057.1630,0.16715088,0.606598,0.00001978,0.000092,0,1112,69.50,1,0.16714581,0.00008779,0.16714581,1,0.00,0.537898,6.204
12,1774518057.2242,0.06170439,0.264496,0.00000714,0.000031,0,1112,69.50,1,0.06171003,0.00004938,0.06171003,1,-0.00,0.537898,5.729
13,1774518057.2934,0.00741055,0.023315,0.00001009,0.000031,0,1112,69.50,1,0.00741505,0.00003981,0.00741505,1,-0.01,0.537898,6.061
14,1774518057.3537,0.00387724,0.013245,0.00008588,0.000305,0,1112,69.50,1,0.00388000,0.00002853,0.00298556,0,2.27,0.537898,6.794
15,1774518057.4127,0.00279448,0.009766,0.00003059,0.000122,0,2177,136.06,1,0.00279597,0.00002006,0.00047057,0,15.47,0.537898,6.254
16,1774518057.4827,0.00174344,0.006989,0.00005588,0.000183,0,2177,136.06,1,0.00174284,0.00003158,0.00012611,0,22.79,0.537898,6.313
17,1774518057.5427,0.00100261,0.003387,0.00058780,0.002258,0,2177,136.06,1,0.00100576,0.00004923,0.00007872,0,22.03,0.537898,5.892
18,1774518057.6121,0.00084690,0.002533,0.00089274,0.002808,0,2177,136.06,1,0.00084904,0.00003932,0.00004529,0,25.23,0.537898,6.031
19,1774518057.6733,0.00065882,0.002014,0.00219719,0.010651,0,2369,148.06,1,0.00066184,0.00005506,0.00003810,0,24.47,0.537898,6.172
20,1774518057.7329,0.00049227,0.001678,0.00110797,0.004547,0,2369,148.06,1,0.00054917,0.00017260,0.00002971,0,23.92,0.537898,6.209
21,1774518057.8023,0.00037776,0.000885,0.00057704,0.001923,0,2369,148.06,1,0.00047175,0.00028388,0.00002489,0,22.97,0.537898,5.729
22,1774518057.8632,0.00036023,0.001007,0.00013325,0.000458,0,2369,148.06,1,0.00048000,0.00031444,0.00002147,0,23.64,0.537898,5.837
23,1774518057.9448,0.00035389,0.001190,0.00002130,0.000061,0,2369,148.06,0,0.00054752,0.00047033,0.00002166,0,23.43,0.520926,17.938
24,1774518058.0057,0.00040099,0.001312,0.00000000,0.000000,0,2369,148.06,0,0.00060133,0.00054744,0.00002489,0,23.49,0.496675,18.283
25,1774518058.0653,0.00039907,0.001312,0.00000252,0.000031,0,2369,148.06,0,0.00064072,0.00046328,0.00002734,0,22.74,0.475889,17.459
26,1774518058.1343,0.00079502,0.002594,0.00000000,0.000000,0,2369,148.06,0,0.00069374,0.00062150,0.00006987,0,21.03,0.554878,17.858
27,1774518058.1844,0.00069425,0.002075,0.00000000,0.000000,0,2369,148.06,1,0.00077234,0.00063653,0.00026878,0,8.24,0.554878,6.973
28,1774518058.2531,0.00042172,0.001373,0.00000000,0.000000,0,2369,148.06,1,0.00043348,0.00012657,0.00005146,0,18.11,0.554878,5.636
29,1774518058.3132,0.00046189,0.001312,0.00098206,0.006531,0,2369,148.06,1,0.00046552,0.00003714,0.00002029,0,26.20,0.554878,6.151
30,1774518058.3742,0.00036534,0.001099,0.05553926,0.147675,0,2369,148.06,1,0.00036612,0.00000415,0.00002157,0,23.73,0.554878,6.122
31,1774518058.4431,0.00032115,0.001251,0.07543768,0.245605,0,2879,179.94,1,0.00032131,0.00001377,0.00001686,0,24.29,0.554878,6.504
32,1774518058.5037,0.00037653,0.001129,0.07539063,0.245178,0,2879,179.94,1,0.00078150,0.00074086,0.00001552,0,26.19,0.554878,6.478
1,1774518058.5728,0.00032761,0.001465,0.23411556,0.890930,0,2879,179.94,1,0.02700868,0.02693013,0.00077555,0,-7.49,0.554878,6.192
2,1774518058.6453,0.00036468,0.001221,0.23400400,0.890625,0,2879,179.94,0,0.00633899,0.00640864,0.00633899,1,-24.80,0.550093,17.975
3,1774518058.7067,0.00039026,0.001160,0.22609160,0.778259,0,215,13.44,0,0.01613994,0.01612440,0.00380842,0,-19.79,0.544721,18.631
4,1774518058.7743,0.00253762,0.009705,0.14361116,0.640778,0,215,13.44,0,0.03355728,0.03435891,0.00719526,0,-9.05,0.532666,17.946
5,1774518058.8343,0.06045804,0.234528,0.12284002,0.435059,0,215,13.44,0,0.04671178,0.06296606,0.01584017,0,11.63,0.525708,17.692
6,1774518058.9034,0.07991966,0.338440,0.06498010,0.324646,0,215,13.44,0,0.06371296,0.08883506,0.02344943,0,10.65,0.507654,17.369
7,1774518058.9547,0.27973070,0.951263,0.02104382,0.081970,0,4096,256.00,1,0.36059230,0.20410448,0.03993071,0,16.91,0.507654,7.427
8,1774518059.0127,0.39693393,0.985046,0.00567578,0.023621,0,4096,256.00,1,0.43507777,0.21234861,0.30872838,0,2.18,0.507654,5.811
9,1774518059.0823,0.38471519,0.983337,0.00239014,0.006866,0,4096,256.00,1,0.41003556,0.21670040,0.40522168,0,-0.45,0.507654,5.774
10,1774518059.1436,0.32673826,0.979980,0.00165919,0.006073,0,4096,256.00,1,0.39714557,0.26378485,0.37315017,0,-1.15,0.507654,6.284
11,1774518059.2137,0.19099351,0.619751,0.00063910,0.003906,0,4096,256.00,1,0.26300928,0.22596946,0.26300928,1,-2.78,0.507654,6.291
12,1774518059.2740,0.14707377,0.483887,0.00033800,0.002014,0,4096,256.00,1,0.19397162,0.12803834,0.15845210,0,-0.65,0.507654,6.093
13,1774518059.3329,0.04576445,0.227234,0.00013283,0.000549,0,4096,256.00,1,0.07840158,0.07799495,0.07840158,1,-4.68,0.507654,5.685
14,1774518059.4035,0.00535886,0.024475,0.00015396,0.000519,0,4096,256.00,1,0.03061870,0.03073597,0.02873862,0,-14.59,0.507654,6.590
15,1774518059.4636,0.00178809,0.006470,0.00089547,0.002991,0,4096,256.00,1,0.00886699,0.00883686,0.00320879,0,-5.08,0.507654,6.540
16,1774518059.5459,0.00180486,0.007385,0.00669986,0.018036,0,4096,256.00,0,0.00100908,0.00172620,0.00039635,0,13.16,0.515444,18.726
17,1774518059.5927,0.00103493,0.003723,0.00975659,0.025818,0,4096,256.00,1,0.00169727,0.00154263,0.00004510,0,27.01,0.515444,5.688
18,1774518059.6531,0.00088938,0.003357,0.00881904,0.024841,0,4096,256.00,1,0.00102007,0.00087210,0.00007586,0,21.31,0.515444,5.547
19,1774518059.7229,0.00052637,0.001648,0.00913956,0.029327,0,4096,256.00,1,0.00086503,0.00066146,0.00004560,0,21.04,0.515444,6.002
20,1774518059.7836,0.00471734,0.032745,0.00717194,0.022522,0,4096,256.00,1,0.00630152,0.00488521,0.00003867,0,41.45,0.515444,6.004
21,1774518059.8540,0.09267806,0.399170,0.00904805,0.028473,0,4096,256.00,1,0.09301097,0.01012051,0.00621416,0,23.47,0.515444,5.812
22,1774518059.9142,0.07284491,0.204559,0.01072036,0.030334,0,4096,256.00,1,0.07274001,0.01034301,0.05806822,0,1.97,0.515444,6.553
23,1774518059.9748,0.17218191,0.408722,0.00373033,0.009857,0,4092,255.75,1,0.17368722,0.01141930,0.06452668,0,8.52,0.515444,6.381
24,1774518060.0428,0.28485424,0.764404,0.00075278,0.001953,0,4092,255.75,1,0.28470146,0.01889910,0.16742951,0,4.62,0.515444,6.059
25,1774518060.1026,0.32081048,0.993713,0.00014254,0.000458,0,4092,255.75,1,0.32012311,0.01587891,0.28169264,0,1.13,0.515444,5.900
26,1774518060.1731,0.31115372,0.993958,0.00004352,0.000275,0,4092,255.75,1,0.31186921,0.01372266,0.31186921,1,-0.02,0.515444,5.917
27,1774518060.2340,0.05281298,0.298218,0.00000000,0.000000,0,1,0.06,1,0.05592871,0.01647428,0.05592871,1,-0.50,0.515444,6.787
28,1774518060.2932,0.04705408,0.258850,0.00000000,0.000000,0,1,0.06,1,0.04906238,0.01286607,0.04784628,0,-0.15,0.515444,6.165
29,1774518060.3625,0.17938923,0.479614,0.00002516,0.000122,0,1,0.06,1,0.18012502,0.01214897,0.04136509,0,12.74,0.515444,5.718
30,1774518060.4236,0.19438787,0.572388,0.00027350,0.001221,0,1,0.06,1,0.19461933,0.00508804,0.17874715,0,0.73,0.515444,6.610
31,1774518060.4942,0.17430610,0.539948,0.00155741,0.009186,0,1,0.06,1,0.17430591,0.00004468,0.17430591,1,0.00,0.515444,6.198
32,1774518060.5527,0.10761307,0.364624,0.00333836,0.013611,0,1,0.06,1,0.10762552,0.00017036,0.10762552,1,-0.00,0.515444,6.069
1,1774518060.6128,0.07119078,0.232513,0.00425108,0.014801,0,1,0.06,1,0.07118513,0.00032688,0.07118513,1,0.00,0.515444,5.839
2,1774518060.6827,0.01930225,0.047516,0.00515683,0.019531,0,1,0.06,1,0.01947447,0.00118149,0.01947447,1,-0.08,0.515444,5.794
3,1774518060.7437,0.01668831,0.037384,0.00617692,0.023346,0,1,0.06,1,0.01677162,0.00228160,0.01546209,0,0.66,0.515444,6.747
4,1774518060.8128,0.00470899,0.012085,0.00751228,0.026245,0,1,0.06,1,0.00746279,0.00433864,0.00746279,1,-4.00,0.515444,6.327
5,1774518060.8731,0.00305300,0.010345,0.00744596,0.023590,0,1,0.06,1,0.00795935,0.00812417,0.00267922,0,1.13,0.515444,6.527
6,1774518060.9330,0.00148826,0.003998,0.00500164,0.021973,0,1,0.06,1,0.00918514,0.00904025,0.00127415,0,1.35,0.515444,6.109
7,1774518061.0143,0.00112202,0.003632,0.00233743,0.012390,0,1,0.06,0,0.00142296,0.00169705,0.00054874,0,6.21,0.505922,18.158
8,1774518061.0767,0.00129349,0.004791,0.00055862,0.001678,0,1,0.06,0,0.00127649,0.00158801,0.00039825,0,10.23,0.497729,19.981
9,1774518061.1448,0.00128572,0.005005,0.00139070,0.004211,0,1,0.06,0,0.00139969,0.00138185,0.00030257,0,12.56,0.487256,18.367
10,1774518061.2051,0.00185558,0.007782,0.00138480,0.003967,0,1,0.06,0,0.00146873,0.00154264,0.00029580,0,15.94,0.519771,18.549
11,1774518061.2663,0.00244559,0.007935,0.00040933,0.001678,0,1,0.06,0,0.00156863,0.00223253,0.00022683,0,20.65,0.546550,18.512
12,1774518061.3232,0.00217903,0.006653,0.00086521,0.002075,0,1,0.06,1,0.00294716,0.00178196,0.00016322,0,22.49,0.546550,6.605
13,1774518061.3835,0.00153974,0.005920,0.00040535,0.001343,0,1,0.06,1,0.00218503,0.00145393,0.00015224,0,20.08,0.546550,6.065
14,1774518061.4531,0.00105304,0.003235,0.00001232,0.000061,0,1,0.06,1,0.00140315,0.00084849,0.00011536,0,19.18,0.546550,5.764
15,1774518061.5147,0.00069714,0.002563,0.00000357,0.000031,0,1,0.06,1,0.00114418,0.00087110,0.00007094,0,19.76,0.546550,6.274
16,1774518061.5735,0.00058986,0.002075,0.00000447,0.000031,0,1,0.06,1,0.00167237,0.00146857,0.00017912,0,10.34,0.546550,5.454
17,1774518061.6440,0.00073085,0.001923,0.00004296,0.000183,0,1,0.06,1,0.00082174,0.00040562,0.00020947,0,10.84,0.546550,6.594
18,1774518061.7030,0.00092925,0.003632,0.00000393,0.000031,0,1,0.06,1,0.00093087,0.00001451,0.00007008,0,22.36,0.546550,6.371
19,1774518061.7732,0.00077734,0.002441,0.00000000,0.000000,0,1,0.06,1,0.00077547,0.00001579,0.00011621,0,16.48,0.546550,6.188
20,1774518061.8347,0.00172969,0.009766,0.00001229,0.000061,0,1,0.06,1,0.00173252,0.00001213,0.00007789,0,26.86,0.546550,6.833
21,1774518061.8942,0.00571555,0.014496,0.00002663,0.000092,0,1,0.06,1,0.00571545,0.00001071,0.00110626,0,14.26,0.546550,6.093
22,1774518061.9623,0.00276921,0.007599,0.00011522,0.000427,0,1,0.06,1,0.00276940,0.00000215,0.00276940,1,-0.00,0.546550,5.898
23,1774518062.0233,0.00120344,0.003815,0.00007614,0.000458,0,1,0.06,1,0.00120342,0.00000465,0.00120342,1,-0.00,0.546550,6.499
24,1774518062.0938,0.00137653,0.004211,0.00011516,0.000397,0,1,0.06,1,0.00137632,0.00001566,0.00047147,0,9.30,0.546550,6.810
25,1774518062.1525,0.00058450,0.001984,0.00008952,0.000366,0,1,0.06,1,0.00058387,0.00001991,0.00013825,0,12.50,0.546550,6.095
26,1774518062.2129,0.00086272,0.002899,0.00044559,0.001892,0,1,0.06,1,0.00087789,0.00030861,0.00014684,0,15.36,0.546550,5.791
27,1774518062.2829,0.00078056,0.002472,0.04106900,0.266815,0,1,0.06,1,0.00978164,0.00979027,0.00016878,0,13.29,0.546550,6.244
28,1774518062.3429,0.00044653,0.001587,0.30960457,0.992523,0,1,0.06,1,0.10400426,0.10399298,0.00675809,0,-23.60,0.546550,6.068
29,1774518062.4240,0.00072958,0.002747,0.31983701,0.984406,0,1,0.06,0,0.04417266,0.04410133,0.04417266,1,-35.64,0.536042,17.481
30,1774518062.4859,0.00053491,0.001617,0.10901938,0.668396,0,1,0.06,0,0.07797527,0.07802367,0.02622295,0,-33.81,0.510796,18.162
31,1774518062.5453,0.00062602,0.002136,0.02755731,0.089142,0,1,0.06,0,0.07717718,0.07719903,0.03622563,0,-35.25,0.485101,18.478
32,1774518062.6156,0.00057099,0.001678,0.00941417,0.035828,0,1,0.06,0,0.07376982,0.07369824,0.03426610,0,-35.56,0.456583,18.524
1,1774518062.6764,0.00555025,0.037354,0.00430393,0.017456,0,1,0.06,0,0.03144025,0.03176493,0.02790632,0,-14.03,0.444723,17.957
2,1774518062.7329,0.14376503,0.769135,0.00406616,0.017090,0,1,0.06,1,0.14566389,0.02845001,0.01149401,0,21.94,0.444723,6.094
3,1774518062.7939,0.42359452,0.994263,0.07457503,0.359955,0,0,0.00,1,0.42405996,0.01739975,0.12973060,0,10.28,0.444723,6.859
4,1774518062.8539,0.24638213,0.924957,0.31496980,0.994781,0,0,0.00,1,0.29410961,0.15564682,0.29410961,1,-1.54,0.444723,6.220
5,1774518062.9225,0.03909527,0.146118,0.35653089,0.992279,0,0,0.00,1,0.21081558,0.20938254,0.21081558,1,-14.64,0.444723,5.795
6,1774518062.9833,0.01170512,0.050018,0.15228390,0.777985,0,0,0.00,1,0.27110701,0.27271565,0.12994809,0,-20.91,0.444723,5.661
7,1774518063.0535,0.00356740,0.011017,0.15204094,0.778687,0,0,0.00,1,0.33280529,0.33266953,0.13233197,0,-31.39,0.444723,5.814
8,1774518063.1264,0.00285807,0.011292,0.28042606,0.860931,0,0,0.00,0,0.04937854,0.04932352,0.04937854,1,-24.75,0.435712,17.689
9,1774518063.1854,0.00378375,0.025574,0.20307013,0.689026,0,0,0.00,0,0.04274287,0.04317706,0.03728076,0,-19.87,0.426487,18.162
10,1774518063.2562,0.11193024,0.425568,0.13697881,0.506592,0,0,0.00,0,0.03812514,0.11286678,0.00608012,0,25.30,0.423230,19.008
11,1774518063.3037,0.37057547,0.993103,0.07583718,0.226288,0,0,0.00,1,0.44680349,0.22791889,0.03719754,0,19.97,0.423230,6.447
12,1774518063.3731,0.36873209,0.993988,0.03740022,0.098145,0,0,0.00,1,0.43337078,0.22515440,0.34198255,0,0.65,0.423230,5.958
13,1774518063.4328,0.20214130,0.977783,0.02059866,0.058136,0,0,0.00,1,0.22497406,0.11982385,0.22497406,1,-0.93,0.423230,5.927
14,1774518063.4933,0.23031425,0.858673,0.01250765,0.025635,0,0,0.00,1,0.23751482,0.06641291,0.17092753,0,2.59,0.423230,6.482
15,1774518063.5631,0.28288999,0.747772,0.00298913,0.013824,0,4095,255.94,1,0.28794097,0.05017317,0.17315227,0,4.26,0.423230,5.865
16,1774518063.6237,0.26668052,0.836243,0.00125618,0.005493,0,4095,255.94,1,0.27191424,0.05682183,0.23265330,0,1.19,0.423230,6.622
17,1774518063.6920,0.07496619,0.360107,0.00028747,0.000854,0,4095,255.94,1,0.09229861,0.05718955,0.09229861,1,-1.81,0.423230,5.863
18,1774518063.7541,0.01057909,0.039978,0.00045266,0.001556,0,4095,255.94,1,0.04981554,0.05060399,0.04452052,0,-12.48,0.423230,6.774
19,1774518063.8139,0.00491455,0.023438,0.00073558,0.002228,0,1,0.06,1,0.02537466,0.02500969,0.00345556,0,3.06,0.423230,6.069
20,1774518063.8832,0.00387661,0.014435,0.00066380,0.002472,0,1,0.06,1,0.01697983,0.01636714,0.00117367,0,10.38,0.423230,5.728
21,1774518063.9559,0.00277809,0.015900,0.00098307,0.003693,0,1,0.06,0,0.00330218,0.00220429,0.00200175,0,2.85,0.422758,18.602
22,1774518064.0250,0.00124600,0.004181,0.00271537,0.008850,0,1,0.06,0,0.00083956,0.00119153,0.00083956,1,3.43,0.421685,17.657
23,1774518064.0863,0.00080383,0.002777,0.00317310,0.014191,0,1,0.06,0,0.00050947,0.00078071,0.00050947,1,3.96,0.418914,18.368
24,1774518064.1455,0.00087834,0.003387,0.00233466,0.008270,0,1,0.06,0,0.00075100,0.00085375,0.00005161,0,24.46,0.413876,17.473
25,1774518064.2162,0.00077980,0.002350,0.00327935,0.010681,0,1,0.06,0,0.00068313,0.00084367,0.00010017,0,17.78,0.406677,18.626
26,1774518064.2765,0.00087296,0.002716,0.00261154,0.008789,0,1,0.06,0,0.00083772,0.00086581,0.00010977,0,17.97,0.401808,18.303
27,1774518064.3451,0.00064190,0.002350,0.00134466,0.004120,0,1,0.06,0,0.00071135,0.00065755,0.00016565,0,11.75,0.396551,17.992
28,1774518064.3945,0.00319913,0.017090,0.00116001,0.003784,0,1,0.06,1,0.00400534,0.00214308,0.00007754,0,32.24,0.396551,6.076
29,1774518064.4541,0.00299531,0.010010,0.00065800,0.002502,0,1,0.06,1,0.00437372,0.00277664,0.00022354,0,22.53,0.396551,5.510
30,1774518064.5240,0.00273696,0.009186,0.00010744,0.000458,0,1,0.06,1,0.00281046,0.00067892,0.00046829,0,15.33,0.396551,6.278
31,1774518064.5843,0.00342784,0.016052,0.00001049,0.000061,0,1,0.06,1,0.00343826,0.00035945,0.00044251,0,17.78,0.396551,6.302
32,1774518064.6538,0.00341291,0.012482,0.00000000,0.000000,0,1,0.06,1,0.00339883,0.00018205,0.00023568,0,23.21,0.396551,6.310
1,1774518064.7135,0.00131591,0.004395,0.00000000,0.000000,0,1,0.06,1,0.00132163,0.00008383,0.00021334,0,15.79,0.396551,6.068
2,1774518064.7743,0.00122396,0.004303,0.00000000,0.000000,0,1,0.06,1,0.00122457,0.00002460,0.00009033,0,22.59,0.396551,7.156
3,1774518064.8430,0.00102025,0.004669,0.00000000,0.000000,0,1,0.06,1,0.00102052,0.00000111,0.00005543,0,25.16,0.396551,6.005
4,1774518064.9031,0.00056737,0.002014,0.00000000,0.000000,0,1,0.06,1,0.00056737,0.00000000,0.00004672,0,21.49,0.396551,5.799
5,1774518064.9740,0.00067197,0.002014,0.00000000,0.000000,0,1,0.06,1,0.00067197,0.00000000,0.00002722,0,27.30,0.396551,5.920
6,1774518065.0334,0.00067488,0.003021,0.00000000,0.000000,0,1,0.06,1,0.00067488,0.00000000,0.00003004,0,26.58,0.396551,5.644
7,1774518065.0931,0.00264181,0.015594,0.00007411,0.000244,0,139,8.69,1,0.00264178,0.00000518,0.00009699,0,28.66,0.396551,6.107
8,1774518065.1631,0.00121158,0.003937,0.00038225,0.001648,0,139,8.69,1,0.00121242,0.00002298,0.00020544,0,15.40,0.396551,5.790
9,1774518065.2242,0.00118604,0.004456,0.00154040,0.006531,0,139,8.69,1,0.00118337,0.00008010,0.00005420,0,26.66,0.396551,6.058
10,1774518065.2936,0.00062060,0.001923,0.00173613,0.007690,0,139,8.69,1,0.00065095,0.00015990,0.00005641,0,20.69,0.396551,6.604
11,1774518065.3667,0.00039675,0.001282,0.00141471,0.004303,0,840,52.50,0,0.00060566,0.00029736,0.00003736,0,20.22,0.391611,17.856
12,1774518065.4248,0.00071708,0.003479,0.00166148,0.006744,0,840,52.50,0,0.00102584,0.00049104,0.00002822,0,27.59,0.387073,17.533
13,1774518065.4954,0.00142651,0.005463,0.00228096,0.010986,0,840,52.50,0,0.00190460,0.00086702,0.00004922,0,29.07,0.402237,17.894
14,1774518065.5554,0.00137627,0.004303,0.00186232,0.007477,0,840,52.50,0,0.00151452,0.00090585,0.00036669,0,11.48,0.427375,18.329
15,1774518065.6134,0.09133066,0.652985,0.00181612,0.006714,0,840,52.50,1,0.09124678,0.00083121,0.00142860,0,36.11,0.427375,6.007
16,1774518065.6739,0.25647279,0.978699,0.00142518,0.004608,0,840,52.50,1,0.25653448,0.00096936,0.08745189,0,9.35,0.427375,6.502
17,1774518065.7343,0.23672712,0.617432,0.00092966,0.003906,0,840,52.50,1,0.23661517,0.00131372,0.23661517,1,0.00,0.427375,6.650
18,1774518065.8024,0.14565133,0.439270,0.00069158,0.002014,0,840,52.50,1,0.14538860,0.00093184,0.14538860,1,0.02,0.427375,5.955
19,1774518065.8632,0.24090452,0.990234,0.00058258,0.001953,0,8,0.50,1,0.24089015,0.00067811,0.14448162,0,4.44,0.427375,6.387
20,1774518065.9325,0.19932702,0.891296,0.00071018,0.002350,0,8,0.50,1,0.19934981,0.00051918,0.19934981,1,-0.00,0.427375,5.589
21,1774518065.9940,0.07907526,0.192078,0.00052135,0.002136,0,8,0.50,1,0.07908879,0.00041568,0.07908879,1,-0.00,0.427375,6.146
22,1774518066.0547,0.11433244,0.653717,0.00057368,0.002197,0,8,0.50,1,0.11433394,0.00027492,0.07863888,0,3.25,0.427375,5.635
23,1774518066.1231,0.34943325,0.978638,0.00068340,0.002655,0,8,0.50,1,0.34944775,0.00034161,0.11243917,0,9.85,0.427375,5.667
24,1774518066.1848,0.28912426,0.982788,0.00043485,0.001984,0,8,0.50,1,0.28912966,0.00037107,0.28912966,1,-0.00,0.427375,6.510
25,1774518066.2534,0.20812780,0.466064,0.00151115,0.008362,0,8,0.50,1,0.20807058,0.00066056,0.20807058,1,0.00,0.427375,5.461
26,1774518066.3127,0.34103532,0.989441,0.00117407,0.003998,0,8,0.50,1,0.34100980,0.00176049,0.20774466,0,4.31,0.427375,5.845
27,1774518066.3749,0.29929027,0.990662,0.00149882,0.004150,0,8,0.50,1,0.29923342,0.00122390,0.29923342,1,0.00,0.427375,6.386
28,1774518066.4428,0.15988425,0.617554,0.00179912,0.005585,0,8,0.50,1,0.15990686,0.00134892,0.15990686,1,-0.00,0.427375,5.507
29,1774518066.5034,0.05117913,0.160004,0.00230398,0.006622,0,8,0.50,1,0.05138705,0.00178296,0.05138705,1,-0.04,0.427375,5.788
30,1774518066.5730,0.02048128,0.081940,0.00138971,0.005890,0,8,0.50,1,0.02033661,0.00169720,0.02033661,1,0.06,0.427375,6.048
31,1774518066.6342,0.00456622,0.015686,0.00103735,0.003143,0,1863,116.44,1,0.00537606,0.00266654,0.00537606,1,-1.42,0.427375,6.174
32,1774518066.6944,0.00266857,0.007416,0.00071629,0.002380,0,1863,116.44,1,0.00325575,0.00194997,0.00323574,0,-1.67,0.427375,5.914
1,1774518066.7632,0.00135159,0.003387,0.00134705,0.004150,0,1863,116.44,1,0.00224135,0.00185389,0.00134583,0,0.04,0.427375,5.981
2,1774518066.8242,0.00156215,0.005249,0.00181697,0.006927,0,1863,116.44,1,0.00235829,0.00164052,0.00054293,0,9.18,0.427375,6.252
3,1774518066.8942,0.00109143,0.003937,0.00183051,0.006042,0,840,52.50,1,0.00157255,0.00110936,0.00048254,0,7.09,0.427375,7.405
4,1774518066.9538,0.00219872,0.006195,0.00136994,0.004517,0,840,52.50,1,0.00229366,0.00094115,0.00055469,0,11.96,0.427375,6.273
5,1774518067.0141,0.00147482,0.004944,0.00052494,0.002716,0,840,52.50,1,0.00162802,0.00068114,0.00098897,0,3.47,0.427375,5.812
6,1774518067.0831,0.00178522,0.007843,0.00017753,0.000763,0,840,52.50,1,0.00197172,0.00079675,0.00070785,0,8.03,0.427375,5.876
7,1774518067.1450,0.00118028,0.003571,0.00020649,0.000732,0,8,0.50,1,0.00146617,0.00091070,0.00064780,0,5.21,0.427375,6.502
8,1774518067.2137,0.00088580,0.003235,0.00020451,0.000610,0,8,0.50,1,0.00097999,0.00042695,0.00072044,0,1.79,0.427375,6.061
9,1774518067.2729,0.00083400,0.002747,0.00015966,0.000519,0,8,0.50,1,0.00086508,0.00024411,0.00052777,0,3.97,0.427375,6.213
10,1774518067.3330,0.00059989,0.001984,0.00000611,0.000031,0,8,0.50,1,0.00061343,0.00014084,0.00043003,0,2.89,0.427375,5.791
11,1774518067.4022,0.00059680,0.001953,0.00000000,0.000000,0,279,17.44,1,0.00061021,0.00012139,0.00028820,0,6.32,0.427375,5.775
12,1774518067.4638,0.00049147,0.001526,0.00000000,0.000000,0,279,17.44,1,0.00049399,0.00007957,0.00023322,0,6.47,0.427375,5.809
13,1774518067.5320,0.00084949,0.004944,0.00000000,0.000000,0,279,17.44,1,0.00084825,0.00005737,0.00015412,0,14.81,0.427375,5.352
14,1774518067.5936,0.02820662,0.102570,0.00000000,0.000000,0,279,17.44,1,0.02820678,0.00000075,0.00077577,0,31.21,0.427375,5.987
15,1774518067.6542,0.00541912,0.021210,0.00000000,0.000000,0,279,17.44,1,0.00541912,0.00000000,0.00541912,1,-0.00,0.427375,5.858
16,1774518067.7243,0.00112600,0.003998,0.00000000,0.000000,0,279,17.44,1,0.00112600,0.00000000,0.00112600,1,-0.00,0.427375,6.461
17,1774518067.7842,0.00112179,0.003723,0.00001294,0.000031,0,279,17.44,1,0.00112179,0.00000030,0.00076164,0,3.36,0.427375,5.981
18,1774518067.8542,0.00053217,0.001404,0.00000910,0.000031,0,279,17.44,1,0.00053219,0.00000155,0.00053219,1,-0.00,0.427375,5.585
19,1774518067.9146,0.00045098,0.001556,0.00000234,0.000031,0,1292,80.75,1,0.00045098,0.00000179,0.00036321,0,1.88,0.427375,6.964
20,1774518067.9744,0.00052215,0.001740,0.00014771,0.000519,0,1292,80.75,1,0.00052223,0.00000218,0.00028362,0,5.30,0.427375,6.690
21,1774518068.0430,0.00031065,0.000793,0.01757099,0.077118,0,1292,80.75,1,0.00031832,0.00004524,0.00028950,0,0.61,0.427375,5.849
22,1774518068.1026,0.00089632,0.002625,0.08262950,0.536499,0,1292,80.75,1,0.00251301,0.00215802,0.00015989,0,14.96,0.427375,5.916
23,1774518068.1741,0.00052776,0.001434,0.28971947,0.984680,0,767,47.94,1,0.05145904,0.05145553,0.00190574,0,-11.15,0.427375,6.332
24,1774518068.2446,0.00030919,0.001099,0.04729575,0.189941,0,767,47.94,0,0.03956823,0.03961929,0.03747943,0,-41.67,0.405975,17.836
25,1774518068.3066,0.00054718,0.001282,0.02398357,0.067413,0,767,47.94,0,0.03120294,0.03123939,0.02341840,0,-32.63,0.393989,19.652
26,1774518068.3766,0.00039699,0.001343,0.01472589,0.032562,0,767,47.94,0,0.03252482,0.03264988,0.01057665,0,-28.51,0.380576,19.299
27,1774518068.4356,0.00130706,0.005585,0.01469655,0.032196,0,767,47.94,0,0.03098220,0.03113396,0.01126402,0,-18.71,0.367559,18.327
28,1774518068.5051,0.01138732,0.046814,0.16046382,0.663483,0,767,47.94,0,0.00768915,0.01187877,0.00768915,1,3.41,0.367679,18.407
29,1774518068.5529,0.29202999,0.994141,0.26254571,0.999969,0,767,47.94,1,0.29928597,0.05549184,0.00559235,0,34.36,0.367679,6.296
30,1774518068.6133,0.11781628,0.516174,0.15068942,0.599731,0,767,47.94,1,0.16812926,0.11217863,0.16812926,1,-3.09,0.367679,6.634
31,1774518068.6828,0.02547686,0.114410,0.15061782,0.599396,0,767,47.94,1,0.15129465,0.14473693,0.14381985,0,-15.03,0.367679,6.084
